행정동_ID,행정동_명칭,월,버스_승객_수_07시,버스_승객_수_08시,출근_시간_버스_승객_수,출근_시간_평일_일평균_승객수
11250530,명일1동,06,13693.0,12237.0,25930.0,1296.5
11250540,명일2동,06,11411.0,11123.0,22534.0,1126.7
11250550,강일동,06,47284.0,36538.0,83822.0,4191.1
11250560,고덕2동,06,11901.0,10728.0,22629.0,1131.45
11250580,암사2동,06,1954.0,1938.0,3892.0,194.6
11250590,암사3동,06,10727.0,11096.0,21823.0,1091.15
11250610,천호1동,06,7728.0,8214.0,15942.0,797.1
11250630,천호3동,06,6028.0,7531.0,13559.0,677.95
11250650,성내1동,06,9035.0,9396.0,18431.0,921.55
11250660,성내2동,06,9210.0,10541.0,19751.0,987.55
11250670,성내3동,06,8285.0,8824.0,17109.0,855.45
11250700,둔촌1동,06,1153.0,1751.0,2904.0,145.2
11250710,둔촌2동,06,9865.0,10301.0,20166.0,1008.3
11250720,암사1동,06,9027.0,7381.0,16408.0,820.4
11250730,천호2동,06,16275.0,17690.0,33965.0,1698.25
11250740,길동,06,21179.0,19909.0,41088.0,2054.4
11250760,상일1동,06,0.0,0.0,0.0,0.0
11250770,상일2동,06,1253.0,1037.0,2290.0,114.5
